,,,,,,,,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Dribbles,Dribbles,Dribbles,Dribbles,Dribbles,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Receiving,Receiving,,-additional
561,Iñigo Vicente,es ESP,FWMF,Athletic Club,22,1998,0.6,63,0,4,20,45,2,60,4,4,100.0,4,1,51,211,140,7,3,1,0,0,51,48,94.1,8,Matches,afafac57
562,Fede Vico,es ESP,MFFW,Granada,26,1994,8.5,430,8,70,225,169,15,398,17,27,63.0,18,0,300,1889,1008,56,17,6,12,14,355,268,75.5,43,Matches,f681a8ef
563,Aleix Vidal,es ESP,DF,Sevilla,30,1989,6.6,572,12,135,290,180,10,505,5,7,71.4,5,0,352,1670,971,32,11,3,5,7,416,383,92.1,23,Matches,04965583
564,Nacho Vidal,es ESP,DF,Osasuna,25,1995,26.1,1342,107,455,635,321,26,1124,13,29,44.8,14,1,632,3020,1512,49,30,1,18,22,709,609,85.9,37,Matches,3a9c4b7b
565,Toni Villa,es ESP,MFFW,Valladolid,25,1995,10.8,562,8,76,289,244,32,541,23,56,41.1,33,4,413,2047,1258,70,22,13,19,25,499,403,80.8,48,Matches,636eae97
566,Asier Villalibre,es ESP,FW,Athletic Club,22,1997,17.7,474,15,27,234,238,77,466,6,11,54.5,6,1,276,1404,794,48,13,13,46,23,768,379,49.3,133,Matches,57be54ec
567,Iván Villar,es ESP,GK,Celta Vigo,23,1997,19.8,750,681,750,1,0,0,512,0,0,,0,0,333,1696,902,0,0,0,0,0,298,296,99.3,0,Matches,cde52ef5
568,Vitolo,es ESP,MFFW,Atlético Madrid,30,1989,3.3,191,2,26,96,81,19,188,1,1,100.0,1,0,135,757,468,27,7,4,10,5,196,155,79.1,33,Matches,db750822
569,Šime Vrsaljko,hr CRO,DF,Atlético Madrid,28,1992,5.8,376,16,89,187,117,0,309,2,3,66.7,2,0,177,719,343,19,9,0,5,3,261,208,79.7,15,Matches,46a8347f
570,Nikola Vukčević,me MNE,MF,Levante,28,1991,9.0,385,24,132,243,27,3,377,1,2,50.0,1,0,210,887,385,15,1,1,1,3,279,261,93.5,6,Matches,4442fbcd
571,Daniel Wass,dk DEN,MFDF,Valencia,31,1989,33.1,1949,114,520,1046,485,42,1770,12,17,70.6,12,0,1022,4828,2496,99,43,5,22,20,1388,1230,88.6,72,Matches,d83bbc54
572,Shon Weissman,il ISR,FW,Valladolid,24,1996,23.7,529,8,46,245,256,82,486,9,17,52.9,10,1,275,1125,526,29,7,7,41,20,896,326,36.4,100,Matches,379dc075
573,Iñaki Williams,es ESP,FW,Athletic Club,26,1994,26.5,883,24,58,383,505,158,856,29,60,48.3,33,2,592,3237,1846,99,25,34,67,66,1296,710,54.8,262,Matches,6a99e0b1
574,Nico Williams,es ESP,MF,Athletic Club,18,2002,0.6,25,0,5,9,15,5,25,2,2,100.0,2,0,19,141,99,4,1,2,3,0,22,18,81.8,4,Matches,afdc14d7
575,Jawad El Yamiq,ma MAR,DF,Valladolid,28,1992,15.3,848,138,462,379,37,15,811,4,5,80.0,5,0,411,2130,1042,38,9,0,6,0,418,404,96.7,4,Matches,f6f6b6e8
576,Rubén Yáñez,es ESP,GK,Getafe,26,1993,10.0,286,248,285,2,0,0,184,0,0,,0,0,123,1027,697,0,0,0,0,0,105,104,99.0,0,Matches,039ae103
577,Yoel,es ESP,GK,Eibar,31,1988,3.3,122,97,122,0,0,0,93,0,0,,0,0,68,412,236,0,0,0,0,0,50,50,100.0,0,Matches,61bb7498
578,Okay Yokuşlu,tr TUR,MF,Celta Vigo,26,1994,5.1,335,16,107,217,42,4,329,6,9,66.7,6,0,221,1277,599,18,7,1,4,3,237,217,91.6,3,Matches,e49ce451
579,Joseba Zaldúa,es ESP,DF,Real Sociedad,28,1992,7.1,467,20,120,224,147,9,377,1,8,12.5,1,0,225,1040,567,32,13,1,8,2,276,257,93.1,17,Matches,5ca20b7a
580,Oier Zarraga,es ESP,MF,Athletic Club,21,1999,1.1,50,0,8,33,14,3,49,3,5,60.0,3,0,45,304,192,9,2,0,0,1,44,40,90.9,3,Matches,968a1c2f
581,Igor Zubeldia,es ESP,DF,Real Sociedad,23,1997,21.8,1382,171,685,756,56,12,1343,7,9,77.8,7,0,927,6537,3715,72,4,0,7,4,937,922,98.4,4,Matches,5c7845f6
582,Martín Zubimendi,es ESP,MF,Real Sociedad,21,1999,20.9,1296,79,349,885,160,12,1263,10,14,71.4,11,0,837,4877,2746,99,30,1,7,15,918,889,96.8,18,Matches,3ee0dd59
