,,,,,,,,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,,,,,,,,,,-additional
539,Raphaël Varane,fr FRA,DF,Real Madrid,26,1993,31.4,1479,1668,88.7,35102,10038,357,374,95.5,753,799,94.2,362,474,76.4,1,0.5,+0.5,6,80,3,2,50,Matches,9f8e9423
540,Matías Vargas,ar ARG,FWMF,Espanyol,22,1997,11.4,261,396,65.9,4581,1510,127,163,77.9,101,136,74.3,26,69,37.7,3,2.5,+0.5,19,20,23,5,44,Matches,ce82f116
541,Franco Vázquez,ar ARG,MFFW,Sevilla,30,1989,12.2,546,636,85.8,9643,2153,261,287,90.9,217,257,84.4,59,74,79.7,0,0.4,-0.4,9,56,9,1,53,Matches,467bae22
542,Kevin Vázquez,es ESP,DF,Celta Vigo,26,1993,14.7,612,768,79.7,10286,3887,298,337,88.4,246,301,81.7,51,87,58.6,0,0.4,-0.4,7,32,5,1,37,Matches,ee923664
543,Lucas Vázquez,es ESP,MFFW,Real Madrid,28,1991,9.4,465,583,79.8,7386,2179,267,299,89.3,153,192,79.7,39,69,56.5,1,1.5,-0.5,16,14,23,10,34,Matches,fd51b456
544,Koke Vegas,es ESP,GK,Levante,23,1995,2.0,43,63,68.3,1139,732,17,17,100.0,16,16,100.0,10,30,33.3,0,0.0,0.0,0,2,0,0,0,Matches,bfb15d99
545,Unai Vencedor Paris,es ESP,MF,Athletic Club,18,2000,0.8,31,41,75.6,688,190,9,10,90.0,17,20,85.0,5,11,45.5,0,0.0,0.0,0,3,1,1,2,Matches,4112ace5
546,Mikel Vesga,es ESP,MF,Athletic Club,26,1993,14.1,449,573,78.4,8326,2074,198,227,87.2,174,212,82.1,66,108,61.1,1,0.7,+0.3,6,38,6,0,42,Matches,b0fce72c
547,Rúben Vezo,pt POR,DF,Levante,25,1994,29.0,954,1164,82.0,22640,8072,220,256,85.9,500,565,88.5,225,325,69.2,0,0.6,-0.6,3,64,1,0,65,Matches,c67cd65c
548,Fede Vico,es ESP,MFFW,Granada,25,1994,9.7,243,344,70.6,4268,1196,118,143,82.5,89,124,71.8,30,64,46.9,1,1.5,-0.5,18,24,9,4,24,Matches,f681a8ef
549,Aleix Vidal,es ESP,MF,Alavés,29,1989,24.1,611,848,72.1,11882,3838,273,325,84.0,228,289,78.9,97,190,51.1,4,3.8,+0.2,39,56,27,13,67,Matches,04965583
550,Arturo Vidal,cl CHI,MF,Barcelona,32,1987,18.6,1115,1252,89.1,17954,3709,603,657,91.8,395,431,91.6,85,104,81.7,2,2.9,-0.9,21,69,14,2,59,Matches,67cdbc0e
551,Nacho Vidal,es ESP,DF,Osasuna,24,1995,25.9,897,1240,72.3,17362,7467,381,451,84.5,390,502,77.7,117,247,47.4,0,1.4,-1.4,19,70,36,15,100,Matches,3a9c4b7b
552,Dídac Vilà,es ESP,DF,Espanyol,30,1989,27.7,929,1260,73.7,17055,6497,401,466,86.1,422,526,80.2,97,212,45.8,0,1.4,-1.4,19,60,19,8,78,Matches,bad38a94
553,Toni Villa,es ESP,MF,Valladolid,24,1995,15.0,331,466,71.0,6088,1922,148,193,76.7,141,173,81.5,38,73,52.1,1,1.6,-0.6,13,33,12,4,56,Matches,636eae97
554,Asier Villalibre,es ESP,FW,Athletic Club,21,1997,5.9,70,110,63.6,1025,134,40,57,70.2,21,33,63.6,7,9,77.8,0,0.0,0.0,1,4,3,0,5,Matches,57be54ec
555,Iván Villar,es ESP,GK,Celta Vigo,22,1997,3.1,60,89,67.4,1800,1203,9,9,100.0,32,33,97.0,19,47,40.4,0,0.0,0.0,0,0,0,0,0,Matches,cde52ef5
556,Juan Villar,es ESP,FW,Osasuna,31,1988,2.7,60,87,69.0,888,214,36,43,83.7,22,31,71.0,1,6,16.7,0,0.2,-0.2,3,7,3,0,7,Matches,c33ee247
557,Vitolo,es ESP,MFFW,Atlético Madrid,29,1989,13.6,449,533,84.2,5982,1654,275,311,88.4,114,138,82.6,23,31,74.2,2,1.6,+0.4,14,31,12,0,37,Matches,db750822
558,Šime Vrsaljko,hr CRO,DF,Atlético Madrid,27,1992,4.0,113,169,66.9,1949,901,53,66,80.3,49,70,70.0,9,28,32.1,1,0.3,+0.7,3,4,5,4,13,Matches,46a8347f
559,Nikola Vukčević,me MNE,MF,Levante,27,1991,17.4,576,655,87.9,11399,2364,222,237,93.7,254,283,89.8,94,122,77.0,2,0.2,+1.8,7,39,4,0,37,Matches,4442fbcd
560,Moussa Wagué,sn SEN,DF,Barcelona,20,1998,1.0,63,81,77.8,1044,263,30,32,93.8,27,34,79.4,6,9,66.7,0,0.0,0.0,0,2,1,0,3,Matches,808df563
561,Wakaso,gh GHA,MF,Alavés,29,1990,14.3,351,488,71.9,8400,2063,102,131,77.9,146,185,78.9,98,160,61.3,0,0.1,-0.1,2,41,3,0,39,Matches,999908af
562,Daniel Wass,dk DEN,DFMF,Valencia,30,1989,30.4,1286,1601,80.3,22602,7993,549,617,89.0,614,709,86.6,100,218,45.9,6,2.6,+3.4,20,76,20,7,100,Matches,d83bbc54
563,Iñaki Williams,es ESP,FW,Athletic Club,25,1994,32.7,510,710,71.8,8051,1365,291,356,81.7,155,222,69.8,44,72,61.1,1,2.6,-1.6,25,19,28,10,36,Matches,6a99e0b1
564,Yoel,es ESP,GK,Eibar,30,1988,3.0,48,93,51.6,2772,2231,1,1,100.0,7,8,87.5,40,84,47.6,0,0.0,0.0,0,9,0,0,0,Matches,61bb7498
565,Okay Yokuşlu,tr TUR,MF,Celta Vigo,25,1994,21.9,882,1064,82.9,14522,3491,434,508,85.4,337,384,87.8,79,112,70.5,2,1.4,+0.6,8,54,4,1,50,Matches,e49ce451
566,Joseba Zaldúa,es ESP,DF,Real Sociedad,27,1992,28.3,1227,1560,78.7,21629,8350,532,598,89.0,572,690,82.9,105,220,47.7,2,1.6,+0.4,17,60,28,20,78,Matches,5ca20b7a
567,Andre-Frank Zambo Anguissa,cm CMR,MF,Villarreal,23,1995,28.7,1333,1498,89.0,23175,5597,612,670,91.3,580,633,91.6,121,156,77.6,0,0.8,-0.8,18,112,13,0,105,Matches,6bb2c084
568,Igor Zubeldia,es ESP,MFDF,Real Sociedad,22,1997,29.3,1467,1670,87.8,30499,7565,423,465,91.0,820,876,93.6,211,300,70.3,1,0.6,+0.4,5,79,1,0,107,Matches,5c7845f6
569,Martín Zubimendi,es ESP,MF,Real Sociedad,20,1999,5.8,365,420,86.9,7003,1563,128,144,88.9,179,195,91.8,48,67,71.6,0,0.2,-0.2,5,40,2,0,34,Matches,3ee0dd59
570,David Zurutuza,es ESP,MF,Real Sociedad,33,1986,1.7,61,82,74.4,1130,236,24,34,70.6,27,34,79.4,7,10,70.0,0,0.0,0.0,0,3,1,0,5,Matches,d9bda115
