,,,,,,,,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Dribbles,Dribbles,Dribbles,Dribbles,Dribbles,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Receiving,Receiving,,-additional
561,Wakaso,gh GHA,MF,Alavés,29,1990,14.3,672,25,158,447,111,4,646,24,36,66.7,25,0,419,2276,972,41,13,3,10,15,423,379,89.6,12,Matches,999908af
562,Daniel Wass,dk DEN,DFMF,Valencia,30,1989,30.4,1914,125,654,853,518,37,1666,10,19,52.6,10,0,1067,5215,2783,102,44,5,21,18,1272,1168,91.8,81,Matches,d83bbc54
563,Iñaki Williams,es ESP,FW,Athletic Club,25,1994,32.7,1074,35,101,470,590,132,1054,50,84,59.5,56,2,786,4339,2462,126,46,28,92,71,1513,846,55.9,319,Matches,6a99e0b1
564,Yoel,es ESP,GK,Eibar,30,1988,3.0,105,83,105,0,0,0,64,0,0,,0,0,35,261,120,0,0,0,0,0,28,28,100.0,0,Matches,61bb7498
565,Okay Yokuşlu,tr TUR,MF,Celta Vigo,25,1994,21.9,1302,85,365,858,152,15,1272,23,33,69.7,24,0,808,3756,1729,64,20,2,13,25,834,791,94.8,36,Matches,e49ce451
566,Joseba Zaldúa,es ESP,DF,Real Sociedad,27,1992,28.3,1905,82,566,920,520,28,1572,17,40,42.5,18,0,1000,4718,2749,124,47,6,12,21,1117,1026,91.9,53,Matches,5ca20b7a
567,Andre-Frank Zambo Anguissa,cm CMR,MF,Villarreal,23,1995,28.7,1884,73,410,1224,381,40,1854,85,102,83.3,87,1,1346,7036,3232,140,39,8,49,45,1458,1292,88.6,86,Matches,6bb2c084
568,Igor Zubeldia,es ESP,MFDF,Real Sociedad,22,1997,29.3,1954,207,832,1191,90,7,1926,23,29,79.3,23,0,1402,7953,4283,87,14,1,10,18,1388,1360,98.0,11,Matches,5c7845f6
569,Martín Zubimendi,es ESP,MF,Real Sociedad,20,1999,5.8,475,13,101,339,66,4,467,3,4,75.0,3,0,332,2036,1118,54,10,0,5,6,344,334,97.1,12,Matches,3ee0dd59
570,David Zurutuza,es ESP,MF,Real Sociedad,33,1986,1.7,103,3,29,63,19,0,100,1,2,50.0,1,0,65,286,119,4,2,0,2,3,88,71,80.7,7,Matches,d9bda115
